,value,weight
0,60000,2.0
1,135000,2.000230467849735
2,600000,2.00046093569947
3,250000,2.000691403549205
4,450000,2.00092187139894
5,140000,2.0011523392486747
6,550000,2.00138280709841
7,240000,2.0016132749481446
8,850000,2.0018437427978797
9,365000,2.002074210647615
10,260000,2.0023046784973495
11,250000,2.0025351463470846
12,1650000,2.0027656141968198
13,60000,2.0029960820465544
14,135000,2.0032265498962896
15,600000,2.0034570177460242
16,250000,2.0036874855957594
17,450000,2.0039179534454945
18,140000,2.004148421295229
19,550000,2.0043788891449643
20,240000,2.0046093569946994
21,850000,2.004839824844434
22,365000,2.0050702926941693
23,260000,2.005300760543904
24,250000,2.005531228393639
25,1650000,2.005761696243374
26,585000,2.005992164093109
27,1195000,2.006222631942844
28,390000,2.006453099792579
29,1964999,2.006683567642314
30,1425000,2.006914035492049
31,975000,2.0071445033417836
32,1190000,2.0073749711915188
33,930000,2.007605439041254
34,525000,2.0078359068909886
35,1735000,2.0080663747407237
36,1375000,2.008296842590459
37,450000,2.0085273104401935
38,900000,2.0087577782899286
39,1300000,2.0089882461396633
40,1400000,2.0092187139893984
41,850000,2.0094491818391336
42,229999,2.0096796496888683
43,1550000,2.0099101175386034
44,1250000,2.0101405853883385
45,625000,2.010371053238073
46,1050000,2.0106015210878083
47,560000,2.010831988937543
48,290000,2.011062456787278
49,275000,2.0112929246370133
50,411000,2.011523392486748
51,150000,2.011753860336483
52,500000,2.011984328186218
53,100000,2.012214796035953
54,725000,2.012445263885688
55,401000,2.0126757317354227
56,750000,2.012906199585158
57,310000,2.013136667434893
58,665000,2.0133671352846276
59,465000,2.0135976031343628
60,160000,2.013828070984098
61,250000,2.0140585388338326
62,675000,2.0142890066835677
63,300000,2.014519474533303
64,70000,2.0147499423830375
65,240000,2.0149804102327726
66,525000,2.0152108780825073
67,151000,2.0154413459322424
68,140000,2.0156718137819776
69,280000,2.0159022816317123
70,350000,2.0161327494814474
71,570000,2.0163632173311825
72,300000,2.016593685180917
73,100000,2.0168241530306523
74,500000,2.017054620880387
75,125000,2.017285088730122
76,130000,2.0175155565798573
77,925000,2.017746024429592
78,750000,2.017976492279327
79,200000,2.018206960129062
80,248000,2.018437427978797
81,450000,2.018667895828532
82,80000,2.0188983636782667
83,650000,2.019128831528002
84,450000,2.019359299377737
85,650000,2.0195897672274716
86,495000,2.0198202350772068
87,371000,2.020050702926942
88,1025000,2.0202811707766766
89,8150000,2.0205116386264117
90,750000,2.0207421064761464
91,600000,2.0209725743258815
92,80000,2.0212030421756166
93,325000,2.0214335100253513
94,1470000,2.0216639778750864
95,350000,2.0218944457248216
96,2800000,2.0221249135745563
97,210000,2.0223553814242914
98,450000,2.022585849274026
99,1150000,2.022816317123761
100,210000,2.0230467849734963
101,4500000,2.023277252823231
102,2750000,2.023507720672966
103,1975000,2.0237381885227013
104,175000,2.023968656372436
105,2500000,2.024199124222171
106,628000,2.0244295920719058
107,600000,2.024660059921641
108,399000,2.024890527771376
109,750000,2.0251209956211107
110,750000,2.025351463470846
111,315000,2.025581931320581
112,600000,2.0258123991703156
113,100000,2.0260428670200508
114,250000,2.0262733348697854
115,350000,2.0265038027195206
116,780000,2.0267342705692557
117,434000,2.0269647384189904
118,690000,2.0271952062687255
119,555000,2.0274256741184606
120,120000,2.0276561419681953
121,500000,2.0278866098179305
122,165000,2.028117077667665
123,95000,2.0283475455174003
124,550000,2.0285780133671354
125,100000,2.02880848121687
126,100000,2.029038949066605
127,500000,2.0292694169163403
128,800000,2.029499884766075
129,840000,2.02973035261581
130,490000,2.0299608204655453
131,125000,2.03019128831528
132,400000,2.030421756165015
133,1000000,2.0306522240147498
134,530000,2.030882691864485
135,840000,2.03111315971422
136,229999,2.0313436275639547
137,40000,2.03157409541369
138,130000,2.031804563263425
139,200000,2.0320350311131596
140,120000,2.0322654989628948
141,75000,2.0324959668126295
142,250000,2.0327264346623646
143,100000,2.0329569025120997
144,280000,2.0331873703618344
145,540000,2.0334178382115695
146,700000,2.0336483060613046
147,525000,2.0338787739110393
148,430000,2.0341092417607745
149,65000,2.034339709610509
150,800000,2.0345701774602443
151,75000,2.0348006453099794
152,210000,2.035031113159714
153,195000,2.035261581009449
154,400000,2.0354920488591843
155,170000,2.035722516708919
156,225000,2.035952984558654
157,210000,2.036183452408389
158,240000,2.036413920258124
159,300000,2.036644388107859
160,99000,2.0368748559575938
161,620000,2.037105323807329
162,500000,2.037335791657064
163,2550000,2.0375662595067987
164,260000,2.037796727356534
165,550000,2.0380271952062685
166,150000,2.0382576630560036
167,350000,2.0384881309057388
168,320000,2.0387185987554735
169,400000,2.0389490666052086
170,175000,2.0391795344549437
171,120000,2.0394100023046784
172,320000,2.0396404701544135
173,70000,2.039870938004148
174,810000,2.0401014058538833
175,95000,2.0403318737036185
176,282000,2.040562341553353
177,80000,2.0407928094030883
178,72000,2.0410232772528234
179,600000,2.041253745102558
180,640000,2.041484212952293
181,380000,2.041714680802028
182,650000,2.041945148651763
183,150000,2.042175616501498
184,280000,2.042406084351233
185,430000,2.042636552200968
186,800000,2.042867020050703
187,75000,2.0430974879004378
188,650000,2.043327955750173
189,390000,2.043558423599908
190,100000,2.0437888914496427
191,1500000,2.044019359299378
192,175000,2.0442498271491125
193,434999,2.0444802949988476
194,170000,2.0447107628485828
195,190000,2.0449412306983175
196,250000,2.0451716985480526
197,229999,2.0454021663977877
198,140000,2.0456326342475224
199,600000,2.0458631020972575
200,280000,2.046093569946992
201,150000,2.0463240377967273
202,650000,2.0465545056464625
203,210000,2.046784973496197
204,2900000,2.0470154413459323
205,425000,2.0472459091956674
206,265000,2.047476377045402
207,890000,2.047706844895137
208,365000,2.047937312744872
209,350000,2.048167780594607
210,685000,2.048398248444342
211,940000,2.048628716294077
212,1000000,2.048859184143812
213,1150000,2.049089651993547
214,450000,2.0493201198432818
215,590000,2.049550587693017
216,800000,2.0497810555427516
217,385000,2.0500115233924867
218,2000000,2.050241991242222
219,235000,2.0504724590919565
220,640000,2.0507029269416917
221,52000,2.050933394791427
222,80000,2.0511638626411615
223,140000,2.0513943304908966
224,120000,2.0516247983406313
225,89999,2.0518552661903664
226,180000,2.0520857340401015
227,1500000,2.052316201889836
228,700000,2.0525466697395713
229,285000,2.0527771375893065
230,390000,2.053007605439041
231,125000,2.0532380732887763
232,225000,2.053468541138511
233,175000,2.053699008988246
234,1075000,2.053929476837981
235,300000,2.054159944687716
236,700000,2.054390412537451
237,90000,2.054620880387186
238,120000,2.054851348236921
239,220000,2.055081816086656
240,300000,2.0553122839363906
241,180000,2.0555427517861258
242,170000,2.055773219635861
243,300000,2.0560036874855956
244,1050000,2.0562341553353307
245,300000,2.056464623185066
246,465000,2.0566950910348005
247,130000,2.0569255588845357
248,434999,2.057156026734271
249,500000,2.0573864945840055
250,200000,2.0576169624337406
251,625000,2.0578474302834753
252,110000,2.0580778981332104
253,800000,2.0583083659829455
254,490000,2.05853883383268
255,880000,2.0587693016824153
256,290000,2.0589997695321505
257,115999,2.059230237381885
258,360000,2.0594607052316203
259,65000,2.059691173081355
260,685000,2.05992164093109
261,300000,2.060152108780825
262,680000,2.06038257663056
263,1000000,2.060613044480295
264,100000,2.06084351233003
265,160000,2.061073980179765
266,450000,2.0613044480295
267,600000,2.0615349158792347
268,180000,2.06176538372897
269,100000,2.061995851578705
270,120000,2.0622263194284396
271,130000,2.0624567872781747
272,160000,2.06268725512791
273,860000,2.0629177229776445
274,650000,2.0631481908273797
275,100000,2.0633786586771143
276,282000,2.0636091265268495
277,300000,2.0638395943765846
278,270000,2.0640700622263193
279,550000,2.0643005300760544
280,450000,2.0645309979257895
281,430000,2.064761465775524
282,350000,2.0649919336252593
283,350000,2.065222401474994
284,229999,2.065452869324729
285,110000,2.0656833371744643
286,395000,2.065913805024199
287,650000,2.066144272873934
288,350000,2.0663747407236692
289,1400000,2.066605208573404
290,360000,2.066835676423139
291,1300000,2.0670661442728737
292,800000,2.067296612122609
293,229999,2.067527079972344
294,315000,2.0677575478220787
295,125000,2.067988015671814
296,700000,2.068218483521549
297,160000,2.0684489513712836
298,530000,2.0686794192210187
299,624000,2.0689098870707534
300,250000,2.0691403549204885
301,585000,2.0693708227702237
302,500000,2.0696012906199583
303,350000,2.0698317584696935
304,495000,2.0700622263194286
305,500000,2.0702926941691633
306,430000,2.0705231620188984
307,345000,2.0707536298686335
308,500000,2.070984097718368
309,425000,2.0712145655681033
310,80000,2.071445033417838
311,106000,2.071675501267573
312,180000,2.0719059691173083
313,250000,2.072136436967043
314,350000,2.072366904816778
315,60000,2.0725973726665132
316,900000,2.072827840516248
317,700000,2.073058308365983
318,2000000,2.0732887762157177
319,1000000,2.073519244065453
320,1375000,2.073749711915188
321,1800000,2.0739801797649227
322,160000,2.074210647614658
323,525000,2.074441115464393
324,850000,2.0746715833141276
325,800000,2.0749020511638627
326,700000,2.0751325190135974
327,800000,2.0753629868633325
328,575000,2.0755934547130677
329,350000,2.0758239225628023
330,250000,2.0760543904125375
331,600000,2.0762848582622726
332,370000,2.0765153261120073
333,80000,2.0767457939617424
334,50000,2.076976261811477
335,900000,2.0772067296612122
336,300000,2.0774371975109474
337,125000,2.077667665360682
338,490000,2.077898133210417
339,300000,2.0781286010601523
340,55000,2.078359068909887
341,350000,2.078589536759622
342,755000,2.078820004609357
343,720000,2.079050472459092
344,229999,2.079280940308827
345,1100000,2.0795114081585617
346,400000,2.079741876008297
347,350000,2.079972343858032
348,159000,2.0802028117077667
349,550000,2.080433279557502
350,335000,2.0806637474072365
351,185000,2.0808942152569716
352,229999,2.0811246831067067
353,225000,2.0813551509564414
354,250000,2.0815856188061765
355,400000,2.0818160866559117
356,470000,2.0820465545056464
357,300000,2.0822770223553815
358,145000,2.082507490205116
359,100000,2.0827379580548513
360,500000,2.0829684259045864
361,130000,2.083198893754321
362,240000,2.0834293616040562
363,150000,2.0836598294537914
364,270000,2.083890297303526
365,400000,2.084120765153261
366,200000,2.0843512330029963
367,550000,2.084581700852731
368,325000,2.084812168702466
369,860000,2.085042636552201
370,600000,2.085273104401936
371,125000,2.085503572251671
372,60000,2.0857340401014057
373,300000,2.085964507951141
374,190000,2.086194975800876
375,400000,2.0864254436506107
376,260000,2.086655911500346
377,400000,2.0868863793500805
378,250000,2.0871168471998156
379,600000,2.0873473150495507
380,175000,2.0875777828992854
381,450000,2.0878082507490205
382,350000,2.0880387185987557
383,800000,2.0882691864484904
384,250000,2.0884996542982255
385,600000,2.08873012214796
386,600000,2.0889605899976953
387,130000,2.0891910578474304
388,90000,2.089421525697165
389,595000,2.0896519935469002
390,190000,2.0898824613966354
391,50000,2.09011292924637
392,95000,2.090343397096105
393,1000000,2.09057386494584
394,220000,2.090804332795575
395,400000,2.09103480064531
396,315000,2.091265268495045
397,1000000,2.09149573634478
398,500000,2.091726204194515
399,1600000,2.0919566720442497
400,500000,2.092187139893985
401,70000,2.0924176077437195
402,105000,2.0926480755934547
403,400000,2.09287854344319
404,80000,2.0931090112929245
405,300000,2.0933394791426596
406,409999,2.0935699469923947
407,250000,2.0938004148421294
408,250000,2.0940308826918645
409,215000,2.0942613505415992
410,1400000,2.0944918183913344
411,475000,2.0947222862410695
412,475000,2.094952754090804
413,75000,2.0951832219405393
414,200000,2.0954136897902744
415,575000,2.095644157640009
416,150000,2.0958746254897442
417,850000,2.096105093339479
418,350000,2.096335561189214
419,550000,2.096566029038949
420,330000,2.096796496888684
421,1044999,2.097026964738419
422,300000,2.097257432588154
423,235000,2.097487900437889
424,120000,2.097718368287624
425,130000,2.097948836137359
426,275000,2.0981793039870937
427,270000,2.098409771836829
428,500000,2.0986402396865635
429,400000,2.0988707075362987
430,600000,2.099101175386034
431,1350000,2.0993316432357685
432,400000,2.0995621110855036
433,220000,2.0997925789352387
434,300000,2.1000230467849734
435,250000,2.1002535146347086
436,600000,2.1004839824844432
437,285000,2.1007144503341784
438,350000,2.1009449181839135
439,170000,2.101175386033648
440,229999,2.1014058538833833
441,500000,2.1016363217331184
442,75000,2.101866789582853
443,600000,2.1020972574325882
444,220000,2.102327725282323
445,150000,2.102558193132058
446,65000,2.102788660981793
447,120000,2.103019128831528
448,240000,2.103249596681263
449,390000,2.103480064530998
450,180000,2.103710532380733
451,320000,2.103941000230468
452,310000,2.1041714680802026
453,420000,2.1044019359299377
454,550000,2.104632403779673
455,550000,2.1048628716294076
456,760000,2.1050933394791427
457,43000,2.105323807328878
458,250000,2.1055542751786125
459,500000,2.1057847430283476
460,380000,2.1060152108780823
461,1850000,2.1062456787278174
462,350000,2.1064761465775526
463,195000,2.1067066144272872
464,225000,2.1069370822770224
465,1125000,2.1071675501267575
466,133000,2.107398017976492
467,200000,2.1076284858262273
468,940000,2.107858953675962
469,400000,2.108089421525697
470,120000,2.1083198893754322
471,625000,2.108550357225167
472,110000,2.108780825074902
473,490000,2.109011292924637
474,140000,2.109241760774372
475,175000,2.109472228624107
476,90000,2.1097026964738417
477,275000,2.109933164323577
478,300000,2.110163632173312
479,270000,2.1103941000230466
480,130000,2.1106245678727817
481,275000,2.110855035722517
482,352000,2.1110855035722516
483,180000,2.1113159714219867
484,150000,2.111546439271722
485,300000,2.1117769071214565
486,300000,2.1120073749711916
487,225000,2.1122378428209263
488,600000,2.1124683106706614
489,500000,2.1126987785203966
490,900000,2.1129292463701312
491,600000,2.1131597142198664
492,450000,2.1133901820696015
493,270000,2.113620649919336
494,310000,2.1138511177690713
495,250000,2.114081585618806
496,700000,2.114312053468541
497,650000,2.1145425213182762
498,400000,2.114772989168011
499,425000,2.115003457017746
500,600000,2.115233924867481
501,600000,2.115464392717216
502,300000,2.115694860566951
503,450000,2.1159253284166857
504,750000,2.116155796266421
505,325000,2.116386264116156
506,900000,2.1166167319658906
507,180000,2.1168471998156257
508,350000,2.117077667665361
509,600000,2.1173081355150956
510,900000,2.1175386033648307
511,350000,2.1177690712145654
512,280000,2.1179995390643005
513,225000,2.1182300069140356
514,520000,2.1184604747637703
515,509999,2.1186909426135054
516,556000,2.1189214104632406
517,225000,2.1191518783129752
518,325000,2.1193823461627104
519,365000,2.119612814012445
520,850000,2.11984328186218
521,350000,2.1200737497119153
522,225000,2.12030421756165
523,135000,2.120534685411385
524,140000,2.1207651532611203
525,665000,2.120995621110855
526,275000,2.12122608896059
527,2750000,2.1214565568103247
528,484999,2.12168702466006
529,565000,2.121917492509795
530,425000,2.1221479603595297
531,925000,2.122378428209265
532,565000,2.122608896059
533,525000,2.1228393639087346
534,1650000,2.1230698317584697
535,295000,2.1233002996082044
536,2050000,2.1235307674579396
537,1475000,2.1237612353076747
538,1100000,2.1239917031574094
539,4400000,2.1242221710071445
540,670000,2.1244526388568796
541,750000,2.1246831067066143
542,760000,2.1249135745563494
543,850000,2.1251440424060846
544,390000,2.1253745102558192
545,450000,2.1256049781055544
546,425000,2.125835445955289
547,770000,2.126065913805024
548,1150000,2.1262963816547593
549,775000,2.126526849504494
550,1725000,2.126757317354229
551,2150000,2.126987785203964
552,450000,2.127218253053699
553,3800000,2.127448720903434
554,1580000,2.1276791887531687
555,4950000,2.127909656602904
556,535000,2.128140124452639
557,225000,2.1283705923023737
558,550000,2.128601060152109
559,670000,2.128831528001844
560,625000,2.1290619958515786
561,520000,2.1292924637013138
562,239000,2.1295229315510484
563,2600000,2.1297533994007836
564,750000,2.1299838672505187
565,229999,2.1302143351002534
566,1300000,2.1304448029499885
567,80000,2.1306752707997236
568,385000,2.1309057386494583
569,760000,2.1311362064991934
570,600000,2.131366674348928
571,450000,2.1315971421986633
572,3800000,2.1318276100483984
573,1580000,2.132058077898133
574,4950000,2.132288545747868
575,535000,2.1325190135976033
576,225000,2.132749481447338
577,550000,2.132979949297073
578,670000,2.133210417146808
579,625000,2.133440884996543
580,520000,2.133671352846278
581,239000,2.1339018206960128
582,2600000,2.134132288545748
583,750000,2.134362756395483
584,229999,2.1345932242452177
585,1300000,2.134823692094953
586,80000,2.1350541599446875
587,385000,2.1352846277944226
588,760000,2.1355150956441578
589,600000,2.1357455634938924
590,450000,2.1359760313436276
591,3800000,2.1362064991933627
592,1580000,2.1364369670430974
593,4950000,2.1366674348928325
594,535000,2.136897902742567
595,225000,2.1371283705923023
596,550000,2.1373588384420374
597,670000,2.137589306291772
598,625000,2.1378197741415073
599,520000,2.1380502419912424
600,239000,2.138280709840977
601,2600000,2.138511177690712
602,750000,2.1387416455404473
603,229999,2.138972113390182
604,1300000,2.139202581239917
605,80000,2.139433049089652
606,385000,2.139663516939387
607,760000,2.139893984789122
608,600000,2.1401244526388568
609,450000,2.140354920488592
610,3800000,2.1405853883383266
611,1580000,2.1408158561880617
612,4950000,2.141046324037797
613,535000,2.1412767918875315
614,225000,2.1415072597372666
615,550000,2.1417377275870018
616,670000,2.1419681954367364
617,625000,2.1421986632864716
618,520000,2.1424291311362067
619,239000,2.1426595989859414
620,2600000,2.1428900668356765
621,750000,2.143120534685411
622,229999,2.1433510025351463
623,1300000,2.1435814703848814
